"Job ID",Agency,"Posting Type","# Of Positions","Business Title","Civil Service Title","Title Classification","Title Code No",Level,"Job Category","Full-Time/Part-Time indicator","Career Level","Salary Frequency","Work Location","Division/Work Unit",Hours/Shift,"Work Location 1","Residency Requirement","Posting Date","Post Until","Posting Updated","Process Date",Salary_Range_From,Salary_Range_To,Job_Category_Industry,Hours_Shift_Simplified,Salary_Range_From_Modified,Salary_Range_To_Modified
639122,"DEPT OF DESIGN & CONSTRUCTION",External,1,"DIRECTOR (EXPENSE PAYMENTS & ACCOUNTS PAYABLE)","ADMINISTRATIVE MANAGER",Competitive-1,10025,M4,"Engineering, Architecture, & Planning",FT,Manager,Annual,"30-30 Thomson Ave L I City Qns",F&P/ExpBudg/Fisc.Audit&ActPybl,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/21/2024,N/A,6/21/2024,8/6/2024,$91090,$133327,"Engineering, Architecture, & Planning",N/A,$91090,$133327
628602,"BRONX DISTRICT ATTORNEY",External,5,"VIDEO TECHNICIAN","MEDIA SERVICES TECHNICIAN",Competitive-1,90622,2,"Technology, Data & Innovation Legal Affairs Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"198 E161St Street Bronx N.Y.","Video Unit",N/A,N/A,"New York City Residency is not required for this position.",3/1/2024,1-Mar-25,3/6/2024,8/6/2024,$58300,$58300,"Technology, Data & Innovation",N/A,$58300,$58300
617939,"DEPT OF DESIGN & CONSTRUCTION",External,1,"DEPUTY DIRECTOR","ADMINISTRATIVE PROJECT MANAGER",Competitive-1,8300B,0,"Engineering, Architecture, & Planning",FT,Manager,Annual,"30-30 Thomson Ave L I City Qns","INFRA/COASTAL RES./DSGN/SEC.3",N/A,N/A,"New York City Residency is not required for this position.",12/4/2023,N/A,12/4/2023,8/6/2024,$58682,$134570,"Engineering, Architecture, & Planning",N/A,$58682,$134570
551216,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"DIRECTOR OF PROCUREMENT, EXECUTIVE ADMINISTRATION","ADM MANAGER-NON-MGRL FRM M1/M2",Competitive-1,1002C,3,"Finance, Accounting, & Procurement",FT,"Experienced (non-manager)",Annual,"59-17 Junction Blvd Corona Ny","EXECUTIVE ADMINISTRATION","35 HOURS/WEEK","59-17 Junction Blvd Corona NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",9/16/2022,N/A,11/15/2022,8/6/2024,$74730,$130000,"Finance, Accounting, & Procurement","35 Hours Per Week",$74730,$130000
629922,"DEPARTMENT OF TRANSPORTATION",Internal,1,"FRANCHISES & CONCESSIONS - COLLEGE AIDE","COLLEGE AIDE (ALL CITY DEPTS)",Non-Competitive-5,10209,1,"Legal Affairs Policy, Research & Analysis",PT,Student,Hourly,"55 Water St Ny Ny",Franchise/Concessions/Consents,35hrs,"55 Water Street, NY, NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",3/14/2024,N/A,3/14/2024,8/6/2024,$16,$20,"Policy, Research & Analysis","35 Hours Per Week",$29120,$36400
643997,"DEPARTMENT OF TRANSPORTATION",Internal,1,"CIVIL ENGINEERING INTERN  - CWC","CIVIL ENGINEERING INTERN",Competitive-1,20202,0,"Engineering, Architecture, & Planning",FT,Entry-Level,Annual,"55 Water St Ny Ny","Sidewalk/inspection Management","Mon - Fri, 7:30am - 3:30pm",TBD,"New York City Residency is not required for this position.",7/30/2024,12-Aug-24,7/30/2024,8/6/2024,$56181,$68034,"Engineering, Architecture, & Planning","40 Hours Per Week",$56181,$68034
583475,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"ASSISTANT COUNSEL","AGENCY ATTORNEY",Non-Competitive-5,30087,3,"Legal Affairs",FT,"Experienced (non-manager)",Annual,"59-17 Junction Blvd Corona Ny",LEGAL,"35 hours per week","59-17 Junction Blvd, Corona NY","New York City Residency is not required for this position.",4/23/2023,N/A,7/12/2023,8/6/2024,$79620,$117541,"Legal Affairs","35 Hours Per Week",$79620,$117541
610918,"HRA/DEPT OF SOCIAL SERVICES",Internal,1,"DIRECTOR OF SUPPORTIVE HOUSING RE-RENTALS FOLLOW-UP","ADMINISTRATIVE STAFF ANALYST (",Competitive-1,1002D,0,"Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"4 World Trade Center","HOUS & SVCS-NM","9:00am-17:00pm (Flexible)","150 Greenwich Street 39th Floor New York, NY 10007","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",10/12/2023,N/A,12/11/2023,8/6/2024,$94715,$94715,"Policy, Research & Analysis","9 AM - 5 PM",$94715,$94715
634164,"HRA/DEPT OF SOCIAL SERVICES",Internal,1,"FIELD ELIGIBILITY VERIFICATION SPECIALIST","PRINCIPAL ADMINISTRATIVE ASSOC",Competitive-1,10124,2,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Social Services",FT,"Experienced (non-manager)",Annual,"4 World Trade Center","Revenue Mgmt/Development-NM","Monday - Friday 9:00AM “ 5:00PM","4 World Trade Center","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/22/2024,N/A,4/23/2024,8/6/2024,$57976,$66672,"Social Services","40 Hours Per Week",$57976,$66672
633044,"BRONX DISTRICT ATTORNEY",Internal,2,"INVESTIGATIONS DIVISION: TRIAL PREPARATION ASSISTANT LV 3","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Legal Affairs Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"198 E161St Street Bronx N.Y.","Support Staff",N/A,N/A,"New York City Residency is not required for this position.",4/10/2024,10-Apr-25,4/10/2024,8/6/2024,$70435,$70435,"Public Safety",N/A,$70435,$70435
644598,"HOUSING PRESERVATION & DVLPMNT",External,1,"ATTORNEY FOR THE HOUSING LITIGATION DIVISION (HLD)","AGENCY ATTORNEY",Non-Competitive-5,30087,2,"Legal Affairs",FT,"Experienced (non-manager)",Annual,"100 Gold Street","HLD-Brooklyn Unit",N/A,"100 Gold Street","New York City Residency is not required for this position.",8/1/2024,31-Aug-24,8/1/2024,8/6/2024,$92446,$92446,"Legal Affairs",N/A,$92446,$92446
569629,"DEPT OF ENVIRONMENT PROTECTION",External,1,"GIS EDITOR","ENGINEERING TECHNICIAN",Competitive-1,20113,4,"Technology, Data & Innovation",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","WSO-Executive/Tech Mgmt Office",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",1/18/2023,N/A,1/18/2023,8/6/2024,$56069,$78142,"Technology, Data & Innovation",N/A,$56069,$78142
622360,"DEPT OF DESIGN & CONSTRUCTION",External,1,DIRECTOR,"ADMINISTRATIVE ENGINEER",Competitive-1,10015,M2,"Engineering, Architecture, & Planning",FT,Manager,Annual,"101 Tyrellan Avenue","INFRA/CONST MGT1/STATLND/SEC1",N/A,N/A,"New York City Residency is not required for this position.",1/10/2024,N/A,1/11/2024,8/6/2024,$64922,$144066,"Engineering, Architecture, & Planning",N/A,$64922,$144066
635466,"DEPARTMENT OF TRANSPORTATION",Internal,1,"BOB- ASSISTANT CIVIL ENGINEER","ASSISTANT CIVIL ENGINEER",Competitive-1,20210,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"55 Water St Ny Ny","East River & Movable","35 Hours","55 Water St Ny Ny","New York City Residency is not required for this position.",5/25/2024,N/A,5/28/2024,8/6/2024,$62370,$93587,"Engineering, Architecture, & Planning","35 Hours Per Week",$62370,$93587
569696,"DEPARTMENT OF TRANSPORTATION",External,1,"PROJECT ENGINEER","CIVIL ENGINEER",Competitive-1,20215,1,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"55 Water St Ny Ny","Engineering Review & Support","35 Hours","55 Water St Ny Ny","New York City Residency is not required for this position.",2/1/2023,N/A,2/22/2023,8/6/2024,$67757,$98128,"Engineering, Architecture, & Planning","35 Hours Per Week",$67757,$98128
637842,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,1,"IICSU DIRECTOR, BUREAU OF IMMUNIZATION","CITY MEDICAL SPECIALIST (PART-",Non-Competitive-5,53040,4,Health,PT,"Experienced (non-manager)",Daily,"42-09 28th Street","Immun. Clinical/Emerg. Prep.",N/A,N/A,"New York City Residency is not required for this position.",6/7/2024,7-Dec-24,7/24/2024,8/6/2024,$82,$118,Health,N/A,$82,$118
617507,"BRONX DISTRICT ATTORNEY",Internal,4,"JUNIOR DIGITAL FORENSIC EXAMINER","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Technology, Data & Innovation Policy, Research & Analysis Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"198 E161St Street Bronx N.Y.","Support Staff",N/A,N/A,"New York City Residency is not required for this position.",11/27/2023,31-Dec-24,11/27/2023,8/6/2024,$60000,$60000,"Technology, Data & Innovation",N/A,$60000,$60000
633267,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,3,"CLEARANCE ADMINISTRATOR, BUREAU OF CHILDCARE",INVESTIGATOR,Competitive-1,31105,0,Health,FT,"Experienced (non-manager)",Annual,"125 Worth Street, Nyc","Child Care",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/18/2024,18-Oct-24,4/18/2024,8/6/2024,$45329,$52128,Health,N/A,$45329,$52128
635671,"CAMPAIGN FINANCE BOARD",Internal,1,"EVENTS COORDINATOR","ANALYST CFB AL 2&3 ONLY","Pending Classification-2",0660A,2,"Constituent Services & Community Programs",FT,"Experienced (non-manager)",Annual,"100 Church St., N.Y.",Managerial,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/10/2024,N/A,5/10/2024,8/6/2024,$60001,$67000,"Constituent Services & Community Programs",N/A,$60001,$67000
606933,"DEPARTMENT OF TRANSPORTATION",Internal,1,"CURB ANALYTICS CORRIDOR PLANNER","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Constituent Services & Community Programs Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"55 Water St Ny Ny","Regional & Strategic Planning","35hrs / 9 - 5","55 Water St Ny Ny","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",10/4/2023,N/A,12/18/2023,8/6/2024,$59116,$91768,"Policy, Research & Analysis","35 Hours Per Week",$59116,$91768
638162,"HOUSING PRESERVATION & DVLPMNT",External,1,"PRODUCT DIRECTOR","COMPUTER SYSTEMS MANAGER",Competitive-1,1005D,0,"Technology, Data & Innovation",FT,"Experienced (non-manager)",Annual,"100 Gold Street","HPD Tech",N/A,N/A,"New York City Residency is not required for this position.",6/11/2024,9-Sep-24,6/11/2024,8/6/2024,$113806,$123806,"Technology, Data & Innovation",N/A,$113806,$123806
639616,"OFFICE OF THE COMPTROLLER",External,1,"DIRECTOR OF QUALITY ASSURANCE","COMPUTER SYSTEMS MANAGER",Competitive-1,10050,M3,"Technology, Data & Innovation",FT,Manager,Annual,"1 Centre St., N.Y.","Information Systems",N/A,N/A,"New York City Residency is not required for this position.",6/28/2024,26-Sep-24,6/28/2024,8/6/2024,$128800,$140000,"Technology, Data & Innovation",N/A,$128800,$140000
642311,"NYC HOUSING AUTHORITY",Internal,1,"CARETAKER X (HA)","CARETAKER (HA)",Labor-3,90645,0,"Building Operations & Maintenance",FT,Entry-Level,Annual,"Tompkins Houses","Brooklyn Property Management",N/A,N/A,"New York City Residency is not required for this position.",8/1/2024,21-Aug-24,8/1/2024,8/6/2024,$36006,$50569,"Building Operations & Maintenance",N/A,$36006,$50569
644914,"OFF OF PAYROLL ADMINISTRATION",External,1,"MAILROOM ASSOCIATE","CLERICAL ASSOCIATE",Competitive-1,10251,2,"Building Operations & Maintenance",FT,"Experienced (non-manager)",Annual,"5 Manhattan West","Facility Ops & Supp. Services",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",8/2/2024,N/A,8/2/2024,8/6/2024,$35895,$53478,"Building Operations & Maintenance",N/A,$35895,$53478
600570,"DEPT OF DESIGN & CONSTRUCTION",External,1,INSPECTOR,"ASSISTANT CIVIL ENGINEER",Competitive-1,20210,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns","INFRA/CONST MGT1/STATLND/SEC1","35 Hours","101 Tyrellan Avenue, 2nd Floor, Statan Island, NY 10309","New York City Residency is not required for this position.",9/8/2023,N/A,10/10/2023,8/6/2024,$62370,$71726,"Engineering, Architecture, & Planning","35 Hours Per Week",$62370,$71726
634014,"HRA/DEPT OF SOCIAL SERVICES",External,2,"COMMUNITY EDUCATOR","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Social Services",FT,"Experienced (non-manager)",Annual,"4 World Trade Center","Comm Affairs/Immigrant Svc-NM",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/19/2024,N/A,6/6/2024,8/6/2024,$59116,$67983,"Social Services",N/A,$59116,$67983
643197,"FIRE DEPARTMENT",Internal,4,"ASSOCIATE INVESTIGATOR","ASSOCIATE INVESTIGATOR (NOT PR",Competitive-1,31121,1,"Administration & Human Resources",FT,"Experienced (non-manager)",Annual,"Candidate Investigation Divisi","Candidate Investigation Div",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/23/2024,7-Aug-24,7/25/2024,8/6/2024,$57490,$85912,"Administration & Human Resources",N/A,$57490,$85912
631341,"DEPT OF DESIGN & CONSTRUCTION",Internal,1,ENGINEER-IN-CHARGE,"CIVIL ENGINEER",Competitive-1,20215,2,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns","INFRASTRUCTURE/DESIGN/SECT. 1",N/A,N/A,"New York City Residency is not required for this position.",3/26/2024,N/A,8/2/2024,8/6/2024,$88026,$101230,"Engineering, Architecture, & Planning",N/A,$88026,$101230
620267,"DEPT OF DESIGN & CONSTRUCTION",External,2,"M/WBE OUTREACH AND COMPLIANCE COORDINATOR","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Constituent Services & Community Programs",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns",ODIR/MWBE,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",12/22/2023,N/A,12/22/2023,8/6/2024,$59116,$67983,"Constituent Services & Community Programs",N/A,$59116,$67983
552783,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"ASSET MANAGEMENT PROGRAM PLANNER","COMPUTER SPECIALIST (SOFTWARE)",Competitive-1,13632,2,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","ASSET MANAGEMENT PLANNING",N/A,"96-05 Horace Harding Expway","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",9/29/2022,N/A,9/29/2022,8/6/2024,$85371,$109990,"Engineering, Architecture, & Planning",N/A,$85371,$109990
542218,"DEPT OF ENVIRONMENT PROTECTION",Internal,2,"ASSOCIATE PROJECT MANAGER II","ASSOCIATE PROJECT MANAGER",Competitive-1,22427,2,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","PLANNING & ANALYSIS",N/A,"96-05 Horace Harding Expway","New York City Residency is not required for this position.",7/25/2022,N/A,7/25/2022,8/6/2024,$74650,$109409,"Engineering, Architecture, & Planning",N/A,$74650,$109409
635796,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"EXTERMINATOR, BUREAU OF VETERINARY AND PEST CONTROL SERVICES",EXTERMINATOR,Competitive-1,90510,1,"Health Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"158 E 115Th St., N.Y.","Pest Control Services",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/16/2024,16-May-25,5/16/2024,8/6/2024,$45280,$45280,"Public Safety",N/A,$45280,$45280
